pos,year,track_ID,artist_names,track_name,genres,danceability,energy,speechiness,acousticness,liveness,valence,tempo,duration_sec
816,2018,0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,[hip hop],0.92,0.54,0.08,0.56,0.1,0.71,128.01,135.09
817,2018,4qKcDkK6siZ7Jp1Jb4m0aL,BlocBoy JB,Look Alive (feat. Drake),[hip hop],0.92,0.58,0.27,0,0.11,0.6,140.02,181.263
818,2018,3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia,Te Boté - Remix,[latin],0.9,0.68,0.21,0.54,0.06,0.44,96.51,417.92
819,2018,55S2PQgSMYAhgoTCcGCDfw,5 Seconds of Summer,Youngblood,[pop],0.6,0.85,0.46,0.02,0.12,0.15,120.27,203.417
820,2018,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,[pop],0.83,0.65,0.08,0.58,0.09,0.93,95.98,233.712
821,2018,66kQ7wr4d2LwwSjr7HXcyr,Kendrick Lamar,All The Stars (with SZA),[hip hop],0.7,0.62,0.06,0.03,0.08,0.45,96.84,235.54
822,2018,2ekn2ttSfGqwhhate0LSR0,Dua Lipa,New Rules,[pop],0.76,0.7,0.07,0,0.15,0.61,116.07,209.32
823,2018,39N9RPD9MRb5WmoLzNzPeA,Nicky Jam,X,[latin],0.6,0.77,0.05,0.04,0.33,0.71,180.07,173.627
824,2018,5IaHrVsrferBYDm0bDyABy,Tyga,Taste (feat. Offset),[hip hop],0.88,0.56,0.12,0.02,0.1,0.34,97.99,232.959
825,2018,5CLGzJsGqhCEECcpnFQA8x,Rudimental,These Days (feat. Jess Glynne  Macklemore & Dan Caplen),[Dance/Electronic],0.65,0.81,0.05,0.19,0.17,0.55,92.21,210.772
826,2018,7iDa6hUg2VgEL1o1HjmfBn,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),[pop],0.64,0.78,0.09,0.05,0.08,0.58,154.08,163.87
827,2018,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,[pop],0.6,0.45,0.02,0.16,0.11,0.17,95.05,263.4
828,2018,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,[hip hop],0.87,0.39,0.24,0.47,0.3,0.44,134.02,119.133
829,2018,45Egmo7icyopuzJN0oMEdk,Khalid,Love Lies (with Normani),[pop],0.71,0.65,0.04,0.1,0.13,0.34,143.96,201.707
830,2018,6kPJZM97LwdG9QIsT7khp6,Clean Bandit,Solo (feat. Demi Lovato),[Dance/Electronic],0.74,0.64,0.04,0.04,0.35,0.57,105.01,222.653
831,2018,6tHWl8ows5JOZq9Yfaqn3M,Bazzi,Mine,[pop],0.72,0.81,0.09,0.01,0.29,0.72,142.89,133.994
832,2018,4w8niZpiMy6qz1mntFA5uM,DJ Snake,Taki Taki (with Selena Gomez  Ozuna & Cardi B),[Dance/Electronic],0.84,0.8,0.23,0.15,0.06,0.59,95.95,212.5
833,2018,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,[hip hop],0.83,0.73,0.22,0.01,0.12,0.45,155.01,312.82
834,2018,0d2iYfpKoM0QCKvcLCkBao,benny blanco,Eastside (with Halsey & Khalid),[Dance/Electronic],0.56,0.68,0.32,0.56,0.12,0.32,89.39,173.799
835,2018,75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,[hip hop],0.56,0.54,0.04,0.07,0.2,0.29,143.95,223.346
836,2018,2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,[Dance/Electronic],0.69,0.79,0.05,0.19,0.17,0.67,100.02,214.289
837,2018,0e7ipj03S05BNilyu5bRzt,Post Malone,rockstar (feat. 21 Savage),[hip hop],0.59,0.54,0.09,0.12,0.13,0.14,159.85,218.146
838,2018,0E9ZjEAyAwOXZ7wJC0PD33,Dynoro,In My Mind,[Dance/Electronic],0.69,0.77,0.15,0.18,0.12,0.16,125.91,184.56
839,2018,0tKcYR2II1VCQWT79i5NrW,Imagine Dragons,Thunder,[rock],0.6,0.81,0.05,0.01,0.16,0.3,167.88,187.146
840,2018,4kWO6O1BUXcZmaxitpVUwp,Tiësto,Jackie Chan,[Dance/Electronic],0.75,0.83,0.05,0.37,0.06,0.69,128.01,215.759
841,2018,4PANCoXZX3RaT2D6mqSdEU,XXXTENTACION,changes,[hip hop],0.69,0.32,0.03,0.88,0.1,0.49,129.8,121.969
842,2018,63SevszngYpZOwf63o61K4,Dennis Lloyd,Nevermind,[pop],0.59,0.69,0.2,0.16,0.42,0.08,99.98,156.6
843,2018,0CcQNd8CINkwQfe1RDtGV6,Imagine Dragons,Believer,[rock],0.78,0.79,0.11,0.05,0.14,0.71,124.98,204.346
844,2018,2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,thank u  next,[pop],0.72,0.65,0.07,0.28,0.1,0.44,106.96,207.333
845,2018,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,[pop],0.7,0.38,0.05,0.65,0.17,0.53,91.92,201
846,2018,2Vx8E3K5icPZR7OCklWBXX,Drake,Nonstop,[hip hop],0.91,0.41,0.14,0.03,0.11,0.46,154.98,238.613
847,2018,7EmGUiUaOSGDnUUQUDrOXC,Selena Gomez,Wolves,[pop],0.72,0.8,0.04,0.14,0.18,0.33,124.99,197.993
848,2018,3u1S1OmAUhx5DRlLrXqyp3,Jonas Blue,Rise,[Dance/Electronic],0.69,0.78,0.03,0.32,0.2,0.67,106.07,194.407
849,2018,7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO TOUR Llif3,[hip hop],0.73,0.75,0.23,0,0.11,0.4,155.1,182.706
850,2018,7wGoVu4Dady5GV0Sv4UIsx,Post Malone,rockstar,[pop],0.58,0.52,0.1,0.13,0.14,0.12,159.77,218.32
851,2018,4Pbg79cTBu4vgSphoyNq3j,Anne-Marie,2002,[pop],0.7,0.68,0.12,0.04,0.14,0.6,96.13,186.986
852,2018,1zsG4eaZmkA1dvjDDsAGLK,Luis Fonsi,Échame La Culpa,[latin],0.72,0.9,0.04,0.03,0.1,0.64,96.02,173.72
853,2018,2E124GmJRnBJuXbTb4cPUB,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),[hip hop],0.93,0.39,0.41,0.09,0.14,0.38,125.98,179.404
854,2018,2ijef6ni2amuunRoKTlgww,Becky G,Sin Pijama,[latin],0.79,0.75,0.05,0.35,0.1,0.82,94.01,188.56
855,2018,7sO5G9EABYOXQKNPNiE9NR,Offset,Ric Flair Drip (& Metro Boomin),[hip hop],0.88,0.43,0.21,0.15,0.11,0.33,100.01,172.8
856,2018,6jA8JUuPCGYjFcgw0AoM5T,Reik,Me Niego,[latin],0.78,0.78,0.1,0.05,0.64,0.77,94.02,221.653
857,2018,7gkWXbAxIYuvtOpcN3p9GJ,Ariana Grande,God is a woman,[pop],0.6,0.67,0.05,0.03,0.19,0.29,144.97,197.573
858,2018,6VpQdig9pdpTSIFItgkJV5,Camila Cabello,Never Be the Same,[pop],0.64,0.71,0.07,0.15,0.12,0.26,129.96,227.087
859,2018,1s2B5cndbqK8rPJEIcKJRQ,Ozuna,Vaina Loca,[latin],0.75,0.81,0.08,0.32,0.2,0.56,93.98,176.133
860,2018,2j2fIJGh4PMdXt9ULI5Tlc,Daddy Yankee,Dura,[latin],0.79,0.85,0.05,0.17,0.41,0.82,95.01,200.48
861,2018,5N5k9nd479b1xpDZ4usjrg,Calvin Harris,Promises (with Sam Smith),[Dance/Electronic],0.78,0.77,0.04,0.01,0.33,0.49,123.07,213.309
862,2018,1gm616Plq4ScqNi7TVkZ5N,The Weeknd,Call Out My Name,[R&B],0.49,0.6,0.04,0.22,0.35,0.17,134.05,228.373
863,2018,7AQim7LbvFVZJE3O8TYgf2,XXXTENTACION,Fuck Love (feat. Trippie Redd),[hip hop],0.8,0.53,0.04,0.02,0.1,0.33,131.04,146.52
864,2018,79jX8RM5CgPqDKdGEKNW9K,Shawn Mendes,In My Blood,[pop],0.63,0.72,0.05,0.05,0.12,0.43,139.99,211.6
865,2018,3a1lNhkSLSkpJE4MSHpDu9,Post Malone,Congratulations,[hip hop],0.63,0.8,0.04,0.22,0.25,0.49,123.15,220.293
866,2018,116H0KvKr2Zl4RPuVBruDO,Bad Bunny,MIA (feat. Drake),[latin],0.82,0.54,0.06,0.01,0.1,0.16,97.06,210.367
867,2018,5UEnHoDYpsxlfzWLZIc7LD,Eminem,River (feat. Ed Sheeran),[hip hop],0.76,0.75,0.47,0.17,0.08,0.69,90.05,221.013
868,2018,3EPXxR3ImUwfayaurPi3cm,Dean Lewis,Be Alright,[pop],0.55,0.59,0.04,0.7,0.08,0.44,126.68,196.373
869,2018,10Igtw8bSDyyFs7KIsKngZ,Lil Dicky,Freaky Friday (feat. Chris Brown),[hip hop],0.76,0.6,0.22,0.15,0.11,0.76,133.12,216.631
870,2018,7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,[hip hop],0.91,0.62,0.1,0,0.1,0.42,150.01,177
871,2018,3Vo4wInECJQuz9BIBMOu8i,Bruno Mars,Finesse (Remix) [feat. Cardi B],[pop],0.7,0.86,0.1,0.02,0.02,0.93,105.12,217.288
872,2018,7vGuf3Y35N4wmASOKLUVVU,Marshmello,Silence,[Dance/Electronic],0.52,0.76,0.09,0.26,0.17,0.29,141.97,180.822
873,2018,3hBBKuWJfxlIlnd9QFoC8k,Maroon 5,What Lovers Do (feat. SZA),[pop],0.8,0.62,0.07,0.08,0.09,0.39,110.01,199.849
874,2018,33IOhptvC2Qoy2UhjiHXLV,David Guetta,Flames,[Dance/Electronic],0.61,0.73,0.04,0.07,0.09,0.36,93.96,195
875,2018,6mrKP2jyIQmM0rw6fQryjr,NF,Let You Down,[hip hop],0.66,0.72,0.11,0.33,0.17,0.44,148.02,212.12
876,2018,1wjzFQodRWrPcQ0AnYnvQ9,Lauv,I Like Me Better,[pop],0.75,0.51,0.25,0.54,0.1,0.42,91.97,197.436
877,2018,1wsf1YFQSYND45y0GzJmf7,Lil Baby,Yes Indeed,[hip hop],0.96,0.35,0.53,0.04,0.11,0.56,119.96,142.273
878,2018,0u2P5u6lvoDfwTYjAADbn4,Billie Eilish,lovely (with Khalid),[pop],0.35,0.3,0.03,0.93,0.1,0.12,115.28,200.185
879,2018,4S8d14HvHb70ImctNgVzQQ,Kanye West,I Love It (& Lil Pump),[hip hop],0.9,0.52,0.33,0.01,0.26,0.33,104.05,127.946
880,2018,5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Wont Let Go,[pop],0.36,0.56,0.06,0.7,0.09,0.49,85.04,211.466
881,2018,4QtiVmuA88tPQiCOHZuQ5b,Sofia Reyes,1  2  3 (feat. Jason Derulo & De La Ghetto),[latin],0.79,0.9,0.06,0.17,0.05,0.79,94.97,201.526
882,2018,5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,[pop],0.75,0.49,0.07,0.3,0.09,0.53,136.04,201.66
883,2018,5Z3GHaZ6ec9bsiI5BenrbY,Khalid,Young Dumb & Broke,[pop],0.8,0.54,0.04,0.2,0.17,0.39,136.95,202.546
884,2018,6QgjcU0zLnzq5OrUoSZ3OK,Portugal. The Man,Feel It Still,[indie pop],0.8,0.8,0.05,0.04,0.07,0.75,79.03,163.253
885,2018,33bnxcjePIkcmNjEFTJX0l,Piso 21,Déjala que vuelva (feat. Manuel Turizo),[latin],0.68,0.79,0.08,0.05,0.08,0.84,170.02,220.116
886,2018,1jr1BnpXymcf2i97mTR8tJ,Migos,Walk It Talk It,[hip hop],0.91,0.63,0.21,0.07,0.11,0.39,145.97,276.147
887,2018,7ycWLEP1GsNjVvcjawXz3z,A$AP Rocky,Praise The Lord (Da Shine),[hip hop],0.85,0.57,0.14,0.06,0.1,0.29,80.02,205.04
888,2018,5WvAo7DNuPRmk4APhdPzi8,DJ Khaled,No Brainer,[hip hop],0.55,0.76,0.34,0.07,0.09,0.64,135.7,260
889,2018,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,[Dance/Electronic],0.75,0.52,0.03,0.41,0.11,0.66,95.01,244.96
890,2018,3QybPutx0Tjk472bBKjNWn,Sheck Wes,Mo Bamba,[hip hop],0.74,0.63,0.05,0.27,0.16,0.32,146.07,180.897
891,2018,2djdCbLj1pzRmrDNe7PkW2,Panic! At The Disco,High Hopes,[rock],0.58,0.9,0.06,0.19,0.06,0.68,82.01,192.133
892,2018,42CeaId2XNlxugDvyqHfDf,Post Malone,Candy Paint,[hip hop],0.77,0.69,0.08,0.63,0.07,0.43,90.01,229.573
893,2018,0gD6lWJhbXHWNVwQziSVvl,Rich The Kid,Plug Walk,[hip hop],0.88,0.5,0.18,0.22,0.11,0.18,95.01,175.51
894,2018,5qFeMRz4TvetPmzjre9Dq7,J Balvin,No Es Justo,[latin],0.68,0.81,0.07,0.16,0.09,0.72,87.87,250.84
895,2018,1bhUWB0zJMIKr9yVPrkEuI,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),[pop],0.59,0.3,0.03,0.78,0.12,0.36,94.99,259.55
896,2018,4zIO3ilp5HvTeK3HJHxhMP,Imagine Dragons,Natural,[rock],0.45,0.61,0.07,0.22,0.08,0.21,97.77,189.466
897,2018,7l3E7lcozEodtVsSTCkcaA,Kodak Black,ZEZE (feat. Travis Scott & Offset),[hip hop],0.86,0.64,0.24,0.05,0.1,0.47,98.04,228.653
898,2018,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,Something Just Like This,[Dance/Electronic],0.62,0.64,0.03,0.05,0.16,0.45,103.02,247.16
899,2018,4T3fNx3CgwDRRYgmFCbD4J,Khalid,Better,[pop],0.44,0.59,0.1,0.1,0.14,0.12,97.57,229.412
900,2018,1A6OTy97kk0mMdm78rHsm8,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,[hip hop],0.75,0.5,0.05,0.55,0.07,0.93,89.95,158.053
901,2018,5lK18Pt33xNudq4qYDxIm8,Lady Gaga,Shallow,[pop],0.57,0.4,0.03,0.38,0.26,0.3,95.8,215.733
902,2018,5Y9fnynLlIvqtM710MHzfz,Ozuna,Síguelo Bailando,[latin],0.86,0.66,0.06,0.17,0.09,0.63,98.02,226.8
903,2018,6Za3190Sbw39BBC77WSS1C,Natti Natasha,Criminal,[latin],0.81,0.81,0.06,0.03,0.26,0.84,80,232.549
904,2018,3nc420PXjTdBV5TN0gCFkS,Martin Garrix,Ocean (feat. Khalid),[Dance/Electronic],0.51,0.69,0.04,0.58,0.09,0.22,139.91,216.419
905,2018,4ofvoCdXq99vpMZO4Cfp8x,The Weeknd,Pray For Me (with Kendrick Lamar),[R&B],0.73,0.67,0.13,0.08,0.1,0.16,100.54,211.44
906,2018,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,[hip hop],0.84,0.73,0.05,0.08,0.15,0.43,130.05,243.836
907,2018,3B54sVLJ402zGa6Xm4YGNe,French Montana,Unforgettable,[hip hop],0.73,0.77,0.12,0.03,0.1,0.73,97.99,233.901
908,2018,0Dn40gxVCMo5TkgS8Ik18Q,Lil Peep,Falling Down - Bonus Track,[hip hop],0.67,0.57,0.03,0.02,0.15,0.27,120.01,196.4
909,2018,4OafepJy2teCjYJbvFE60J,Ariana Grande,breathin,[pop],0.57,0.66,0.04,0.02,0.21,0.36,100.05,198.16
910,2018,4ofwffwvvnbSkrMSCKQDaC,George Ezra,Shotgun,[indie pop],0.67,0.74,0.05,0.29,0.24,0.75,115.74,201.287
911,2018,5k38wzpLb15YgncyWdTZE4,G-Eazy,Him & I (with Halsey),[hip hop],0.59,0.73,0.09,0.05,0.31,0.19,87.91,268.866
912,2018,6xTU6B6nFwKKTSZ9ySXS80,Kygo,Remind Me to Forget,[Dance/Electronic],0.69,0.51,0.09,0.16,0.14,0.31,99.02,217.293
913,2018,60SdxE8apGAxMiRrpbmLY0,Eminem,Lucky You (feat. Joyner Lucas),[hip hop],0.88,0.79,0.31,0.06,0.13,0.58,153.07,244.679
914,2018,4fndbjoz1qJyK6JcLdKfzm,Migos,Stir Fry,[hip hop],0.81,0.81,0.29,0.01,0.13,0.55,181.99,192.131
915,2018,5AEtlRudpgdT5FtNiuly6Y,Hailee Steinfeld,Let Me Go (with Alesso  Florida Georgia Line & watt),[pop],0.66,0.72,0.06,0.04,0.08,0.71,103.04,174.8
916,2018,0VKkyBKCXyR99navhVRqcP,Zion & Lennox,La Player (Bandolera),[latin],0.77,0.84,0.06,0.16,0.09,0.6,94,249.608
917,2018,3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,Everybody Dies In Their Nightmares,[hip hop],0.73,0.57,0.13,0.85,0.11,0.69,129.95,95.466
918,2018,4R55IUi2x7S5ek2SpebOiE,Wolfine,Bella,[latin],0.91,0.49,0.07,0.13,0.13,0.84,94.02,197.12
919,2018,0kHyKhJMukHEPfeh8s7rdM,Kygo,Born To Be Yours,[Dance/Electronic],0.69,0.69,0.04,0.3,0.1,0.45,114.01,193.32
920,2018,7K7MUBCnzgBAvMVW2RTWNs,Loud Luxury,Body (feat. brando),[Dance/Electronic],0.75,0.76,0.04,0.05,0.05,0.58,121.96,163.216
921,2018,3Ga6eKrUFf12ouh9Yw3v2D,Anitta,Downtown,[pop],0.78,0.68,0.14,0.18,0.07,0.62,166.01,193.456
922,2018,0b9oOr2ZgvyQu88wzixux9,Childish Gambino,This Is America,[hip hop],0.85,0.46,0.14,0.12,0.35,0.55,120.02,225.773
923,2018,1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,Thinking Out Loud,[pop],0.78,0.45,0.03,0.47,0.18,0.59,79,281.56
924,2018,4VUwkH455At9kENOfzTqmF,Bazzi,Beautiful (feat. Camila Cabello),[pop],0.64,0.72,0.03,0.35,0.11,0.25,100.03,180
925,2018,6Hgh47WXVKtXN5zGOu0hjI,Khalid,OTW,[pop],0.65,0.68,0.05,0.18,0.11,0.28,72.99,263.013
926,2018,1dNyRyz1QBN9kO1etUs1PI,Juice WRLD,All Girls Are The Same,[hip hop],0.67,0.45,0.3,0.17,0.07,0.22,161.93,169.295
927,2018,4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,[pop],0.6,0.72,0.05,0.09,0.12,0.51,102.06,207.904
928,2018,4lESS6vuruP6a79KWRaQou,Maluma,Corazón,[latin],0.87,0.77,0.12,0.28,0.16,0.77,98.99,184.066
929,2018,7ATATJztoWLcqDAcVVof0C,6ix9ine,BEBE,[hip hop],0.64,0.9,0.11,0.17,0.13,0.29,102.06,217.822
930,2018,6RnkFd8Fqqgk1Uni8RgqCQ,David Guetta,Like I Do,[Dance/Electronic],0.64,0.9,0.04,0.01,0.37,0.15,127.98,202.5
931,2018,2xmrfQpmS2iJExTlklLoAL,Clean Bandit,I Miss You (feat. Julia Michaels),[Dance/Electronic],0.64,0.66,0.05,0.25,0.09,0.33,105.08,205.747
932,2018,2xGjteMU3E1tkEPVFBO08U,Keala Settle,This Is Me,[Dance/Electronic],0.28,0.7,0.19,0.01,0.04,0.1,191.7,234.706
933,2018,25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,[pop],0.72,0.7,0.05,0.07,0.17,0.63,133,187.436
934,2018,09ts3GnICqYEU5PkQCpJK3,Justin Timberlake,Say Something,[pop],0.71,0.63,0.08,0.1,0.08,0.37,97.04,278.893
935,2018,2XXMDz7SPZ4mSFN1PXfHUy,Becky G,Cuando Te Besé,[latin],0.77,0.73,0.21,0.31,0.11,0.3,100.05,254.383
936,2018,1xznGGDReH1oQq0xzbwXa3,Drake,One Dance,[hip hop],0.79,0.62,0.05,0.01,0.35,0.37,103.99,173.986
937,2018,5hcisvFMidkMJlElTO9Qmw,Bad Bunny,Sensualidad,[latin],0.81,0.68,0.1,0.42,0.1,0.68,140.01,297.485
938,2018,51rXHuKN8Loc4sUlKPODgH,Jay Rock,Kings Dead (with Kendrick Lamar  Future & James Blake),[hip hop],0.56,0.72,0.34,0,0.18,0.43,82.06,229.67
939,2018,630sXRhIcfwr2e4RdNtjKN,Zac Efron,Rewrite The Stars,[pop],0.68,0.62,0.04,0.07,0.12,0.28,125.05,217.44
940,2018,54oMZ3blwWwuPN4wEoG5mk,Drake,Im Upset,[hip hop],0.9,0.59,0.33,0.26,0.08,0.5,149.95,214.139
941,2018,4IWAyPf1KMq7JCyGeCjTeH,Imagine Dragons,Whatever It Takes,[rock],0.68,0.65,0.03,0.04,0.13,0.54,134.96,201.24
942,2018,7DrluKkTviBwCc8AV3VGmf,Shakira,Clandestino,[latin],0.77,0.82,0.16,0.39,0.35,0.88,165.84,231.92
943,2018,6fxVffaTuwjgEk5h9QyRjy,Ed Sheeran,Photograph,[pop],0.61,0.38,0.05,0.61,0.1,0.2,107.99,258.986
944,2018,7jqDzXJS0K0Re8uphYNit0,The Chainsmokers,Sick Boy,[Dance/Electronic],0.55,0.58,0.12,0.1,0.13,0.46,180.07,193.893
945,2018,78QR3Wp35dqAhFEc2qAGjE,Lil Baby,Drip Too Hard (Lil Baby & Gunna),[hip hop],0.9,0.67,0.29,0.1,0.55,0.36,112.5,145.542
946,2018,1j4kHkkpqZRBwE0A4CN4Yv,ZAYN,Dusk Till Dawn - Radio Edit,[pop],0.26,0.44,0.04,0.1,0.11,0.1,180.04,239
947,2018,1AhDOtG9vPSOmsWgNW0BEY,Queen,Bohemian Rhapsody - Remastered 2011,[rock],0.41,0.4,0.05,0.27,0.3,0.22,71.11,354.32
948,2018,2EzRdhuoPyNJDlep7lnNf2,Danny Ocean,Dembow,[latin],0.8,0.74,0.08,0.08,0.09,0.45,99.98,215.082
949,2018,7wBJfHzpfI3032CSD7CE2m,Travis Scott,STARGAZING,[hip hop],0.49,0.79,0.04,0.01,0.19,0.06,150.01,270.714
950,2018,2LskIZrCeLxRvCiGP8gxlh,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),[hip hop],0.7,0.72,0.04,0.03,0.13,0.29,104.97,198.902
951,2018,3BT6pJdmvpsjCHsbZg9fzF,Bebe Rexha,Im a Mess,[pop],0.63,0.69,0.03,0,0.07,0.22,97.01,195.519
952,2018,43cFjTTCD9Cni4aSL0sORz,KYLE,Playinwitme (feat. Kehlani),[hip hop],0.69,0.59,0.12,0.3,0.28,0.68,156.58,193.093
953,2018,514rhnksEwHUh6LxXsQ4Y9,Selena Gomez,Back To You,[pop],0.6,0.68,0.05,0.1,0.11,0.49,102.04,210.24
954,2018,2rb5MvYT7ZIxbKW5hfcHx8,J Balvin,Mi Gente,[latin],0.54,0.68,0.1,0.01,0.13,0.29,103.81,189.44
955,2018,5N4erncE7kuUccm7zEmwzk,Silk City,Electricity (with Dua Lipa),[Dance/Electronic],0.59,0.67,0.05,0.01,0.34,0.51,118.16,238.173
956,2018,5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall - Remastered,[indie pop],0.38,0.9,0.04,0,0.19,0.47,174.3,258.773
957,2018,4UKCKdYiLN6IMA5ZESUTL7,XXXTENTACION,the remedy for a broken heart (why am I so in love),[hip hop],0.7,0.3,0.1,0.78,0.14,0.27,119.71,160.184
958,2018,6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,Look At Me!,[hip hop],0.76,0.73,0.28,0.26,0.1,0.35,139.06,126.345
959,2018,3soOPBuMK8YMdWnV7xpEyf,Sean Paul,Mad Love,[Dance/Electronic],0.82,0.82,0.21,0.01,0.17,0.63,98.02,199.944
960,2018,5tz69p7tJuGPeMGwNTxYuV,Logic,1-800-273-8255,[hip hop],0.62,0.57,0.05,0.57,0.19,0.35,100.02,250.173
961,2018,2374M0fQpWi3dLnB54qaLX,Toto,Africa,[rock],0.67,0.37,0.03,0.26,0.05,0.73,92.72,295.893
962,2018,4keoy2fqgwGnbWlm3ZVZFa,Zedd,Happy Now,[Dance/Electronic],0.5,0.74,0.05,0.58,0.07,0.46,88.34,207.029
963,2018,0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,Wake Up in the Sky,[hip hop],0.8,0.58,0.05,0,0.36,0.37,143.01,204.664
964,2018,3ITvHA9zhZZdBJsOsAUegF,Bad Bunny,Amorfoda,[latin],0.73,0.46,0.07,0.98,0.08,0.2,148.13,155.675
965,2018,3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,Im Yours,[indie pop],0.69,0.46,0.05,0.6,0.11,0.72,150.95,242.946
966,2018,14JzyD6FlBD5z0wV5P07YI,Billie Eilish,when the partys over,[pop],0.5,0.1,0.06,0.98,0.09,0.21,124,199.931
967,2018,71bBFbfn2OBK5QwUJSLS44,Axwell /\ Ingrosso,More Than You Know,[Dance/Electronic],0.64,0.73,0.03,0.03,0.27,0.52,123.08,203
968,2018,3m660poUr1chesgkkjQM7P,Demi Lovato,Sorry Not Sorry,[pop],0.7,0.63,0.24,0.02,0.29,0.86,144.02,203.76
969,2018,6IaieqiCVvsNvEt6Y7yOFa,Post Malone,Ball For Me (feat. Nicki Minaj),[hip hop],0.79,0.56,0.23,0.49,0.08,0.51,134.04,206.266
970,2018,152lZdxL1OR0ZMW6KquMif,Khalid,Location,[pop],0.74,0.45,0.43,0.33,0.09,0.33,80.13,219.08
971,2018,5hM6sP0Gh1jD57drszNueC,Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),[Dance/Electronic],0.48,0.8,0.04,0.02,0.23,0.17,112.95,244.293
972,2018,0r9d60ZYPAlFHq8qnUtkXN,Cosculluela,Madura (feat. Bad Bunny),[latin],0.88,0.56,0.2,0.14,0.15,0.75,88.03,190.909
973,2018,0QS5rZpm5zN9wV9lJgjyUE,Maluma,El Préstamo,[latin],0.79,0.74,0.08,0.18,0.12,0.78,94.02,219.396
974,2018,6U2NuJILEOEpW2tVCuqKHb,Daddy Yankee,Dura - Remix,[latin],0.77,0.8,0.05,0.19,0.43,0.85,94.98,242.16
975,2018,2fQrGHiQOvpL9UgPvtYy6G,21 Savage,Bank Account,[hip hop],0.88,0.35,0.35,0.02,0.09,0.38,75.02,220.306
976,2018,0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,[pop],0.34,0.63,0.04,0.16,0.07,0.35,150.28,241.106
977,2018,6xtcFXSo8H9BZN637BMVKS,Rita Ora,Let You Love Me,[pop],0.53,0.85,0.2,0.29,0.08,0.46,94.42,190
978,2018,2vvdTrdryjsl8DmPIMDWZU,Enrique Iglesias,EL BAÑO,[latin],0.72,0.84,0.04,0.13,0.11,0.53,90.02,214.52
979,2018,3ncgNpxLoBQ65ABk4djDyd,Famous Dex,PICK IT UP (feat. A$AP Rocky),[hip hop],0.92,0.47,0.12,0.01,0.33,0.29,136,191.251
980,2018,1yxgsra98r3qAtxqiGZPiX,Travis Scott,BUTTERFLY EFFECT,[hip hop],0.76,0.6,0.05,0.07,0.11,0.18,140.99,190.677
981,2018,62o8KoI44JfN7aYxgTnPvh,Maluma,Mala Mía,[latin],0.75,0.75,0.35,0.31,0.23,0.9,180.05,183.752
982,2018,6De0lHrwBfPfrhorm9q1Xl,Danny Ocean,Me Rehúso,[latin],0.74,0.8,0.07,0.02,0.05,0.43,104.82,205.714
983,2018,75FDPwaULRdYDn4StFN2rT,Cardi B,Bartier Cardi (feat. 21 Savage),[hip hop],0.91,0.55,0.18,0,0.36,0.1,138.04,224.613
984,2018,4lTiuD1DwBKo4L7wqMkD7C,Famous Dex,JAPAN,[hip hop],0.73,0.68,0.44,0.12,0.35,0.84,175.98,144.149
985,2018,7EI6Iki24tBHAMxtb4xQN2,Rita Ora,Anywhere,[Dance/Electronic],0.63,0.8,0.06,0.04,0.1,0.32,106.93,215.064
986,2018,7rwX0O3RlxqqIjQM8evm5E,Ozuna,Solita,[latin],0.81,0.63,0.09,0.06,0.11,0.33,138.04,311.726
